Timestamp,Camera ID,Error,Anomaly Threshold,Object Prediction
2024-11-18 23:43:17,0,0.028761,0.006586,0.9742524
2024-11-18 23:56:57,0,0.03109,0.006586,0.9999367
2024-11-19 00:12:50,0,0.029891,0.006586,0.9999459
2024-11-19 00:12:51,0,0.036321,0.006586,0.9999848
2024-11-19 00:12:52,0,0.036299,0.006586,0.99998426
2024-11-19 00:12:54,0,0.036293,0.006586,0.9999848
2024-11-19 00:12:55,0,0.036395,0.006586,0.99998516
2024-11-19 00:12:56,0,0.036342,0.006586,0.99998534
2024-11-19 00:12:57,0,0.036371,0.006586,0.99998504
2024-11-19 00:12:59,0,0.036391,0.006586,0.9999849
2024-11-19 00:13:00,0,0.036362,0.006586,0.9999846
2024-11-19 00:13:01,0,0.036309,0.006586,0.99998534
2024-11-19 00:13:02,0,0.03637,0.006586,0.9999856
2024-11-19 00:13:04,0,0.036353,0.006586,0.9999859
2024-11-19 00:13:05,0,0.036343,0.006586,0.99998534
2024-11-19 00:13:06,0,0.036395,0.006586,0.99998534
2024-11-19 00:13:08,0,0.036518,0.006586,0.9999854
2024-11-19 00:13:09,0,0.036489,0.006586,0.9999858
2024-11-19 00:13:10,0,0.036446,0.006586,0.9999855
2024-11-19 00:13:11,0,0.036347,0.006586,0.99998516
2024-11-19 00:13:13,0,0.036467,0.006586,0.9999862
2024-11-19 00:13:14,0,0.036459,0.006586,0.9999861
2024-11-19 00:13:15,0,0.03647,0.006586,0.9999862
2024-11-19 00:13:17,0,0.036455,0.006586,0.99998564
2024-11-19 00:13:18,0,0.036499,0.006586,0.9999861
2024-11-19 00:13:19,0,0.036492,0.006586,0.999986
2024-11-19 00:13:21,0,0.036493,0.006586,0.99998534
2024-11-19 00:13:22,0,0.036484,0.006586,0.9999853
2024-11-19 00:13:24,0,0.036526,0.006586,0.9999852
2024-11-19 00:13:25,0,0.028937,0.006586,0.9996556
2024-11-19 00:13:26,0,0.036369,0.006586,0.9999634
2024-11-19 00:13:28,0,0.040688,0.006586,0.9999999
2024-11-19 00:13:29,0,0.037168,0.006586,0.9998571
2024-11-19 00:13:30,0,0.028021,0.006586,0.99991345
2024-11-19 00:13:33,0,0.007789,0.006586,0.95235574
2024-11-19 00:13:40,0,0.00784,0.006586,0.66235936
2024-11-19 00:13:42,0,0.009401,0.006586,0.756217
2024-11-19 00:13:43,0,0.009101,0.006586,0.87451303
2024-11-19 00:13:45,0,0.007697,0.006586,0.8912939
2024-11-19 00:13:46,0,0.010136,0.006586,0.8225042
2024-11-19 00:13:48,0,0.007507,0.006586,0.8497581
2024-11-19 00:13:49,0,0.007385,0.006586,0.88185954
2024-11-19 00:13:50,0,0.007369,0.006586,0.88604915
2024-11-19 00:13:51,0,0.007392,0.006586,0.886943
2024-11-19 00:13:52,0,0.007399,0.006586,0.88808525
2024-11-19 00:13:54,0,0.007408,0.006586,0.88657624
2024-11-19 00:13:55,0,0.007408,0.006586,0.8850679
2024-11-19 00:13:56,0,0.007428,0.006586,0.88758075
2024-11-19 00:13:57,0,0.007443,0.006586,0.88558906
2024-11-19 00:13:58,0,0.007437,0.006586,0.8862383
2024-11-19 00:14:00,0,0.007431,0.006586,0.8851063
2024-11-19 00:14:01,0,0.007433,0.006586,0.8902499
2024-11-19 00:14:02,0,0.007387,0.006586,0.8881669
2024-11-19 00:14:03,0,0.00741,0.006586,0.883787
2024-11-19 00:14:05,0,0.007402,0.006586,0.88426626
2024-11-19 00:14:06,0,0.007386,0.006586,0.8894486
2024-11-19 00:14:08,0,0.007388,0.006586,0.8893062
2024-11-19 00:14:09,0,0.007393,0.006586,0.8885462
2024-11-19 00:14:10,0,0.007401,0.006586,0.8902328
2024-11-19 00:14:12,0,0.007316,0.006586,0.89755803
2024-11-19 00:14:13,0,0.00742,0.006586,0.89786553
2024-11-19 00:14:14,0,0.007428,0.006586,0.89650106
2024-11-19 00:14:16,0,0.007461,0.006586,0.89639163
2024-11-19 00:14:17,0,0.0075,0.006586,0.8970821
2024-11-19 00:14:18,0,0.007453,0.006586,0.9008102
2024-11-19 00:14:19,0,0.007488,0.006586,0.9002465
2024-11-19 00:14:21,0,0.007507,0.006586,0.8992718
2024-11-19 00:14:22,0,0.007509,0.006586,0.8944778
2024-11-19 00:14:23,0,0.007477,0.006586,0.89827746
2024-11-19 00:14:25,0,0.00749,0.006586,0.8997819
2024-11-19 00:14:26,0,0.007473,0.006586,0.9042417
2024-11-19 00:14:28,0,0.007456,0.006586,0.9010825
2024-11-19 00:14:29,0,0.007338,0.006586,0.8973026
2024-11-26 23:33:33,0,0.006402,0.006204,0.9983676
2024-11-26 23:33:34,1,0.006433,0.006204,0.5322737
2024-11-26 23:33:34,0,0.006228,0.006204,1.0
2024-11-26 23:33:37,0,0.006224,0.006204,1.0
2024-11-26 23:33:37,1,0.006543,0.006204,0.9985614
2024-11-26 23:33:38,0,0.007479,0.006204,1.0
2024-11-26 23:33:38,1,0.00638,0.006204,0.7690581
2024-11-26 23:33:45,1,0.006496,0.006204,0.647588
2024-11-26 23:33:45,0,0.006872,0.006204,0.98170286
2024-11-26 23:33:58,1,0.005852,0.005832,0.9995516
2024-11-26 23:34:02,1,0.00585,0.005832,0.99954337
2024-11-26 23:34:03,1,0.005853,0.005832,0.9995438
2024-11-26 23:34:07,2,0.005475,0.005087,0.92153805
2024-11-26 23:34:08,2,0.005467,0.005087,0.9199427
2024-11-26 23:34:09,2,0.005484,0.005459,0.92024213
2024-11-26 23:34:19,0,0.005912,0.005832,1.0
2024-11-26 23:34:19,1,0.006132,0.005956,0.9954832
2024-11-26 23:34:20,0,0.006738,0.005832,0.99950767
2024-11-26 23:34:53,1,0.006615,0.005956,0.5221126
2024-11-26 23:34:54,0,0.006219,0.005832,0.9999349
2024-11-26 23:34:54,1,0.006196,0.005956,0.9998351
2024-11-26 23:34:55,0,0.006024,0.005832,1.0
2024-11-26 23:34:55,1,0.006233,0.005956,0.99982584
2024-11-26 23:34:56,0,0.005946,0.005832,1.0
2024-11-26 23:34:57,1,0.006248,0.005956,0.9998403
2024-11-26 23:34:57,0,0.005942,0.005832,1.0
2024-11-26 23:34:58,1,0.006219,0.005956,0.999843
2024-11-26 23:34:58,0,0.005928,0.005832,1.0
2024-11-26 23:34:59,1,0.006221,0.005956,0.9998403
2024-11-26 23:34:59,0,0.005954,0.005832,1.0
2024-11-26 23:35:00,1,0.006217,0.005956,0.999847
2024-11-26 23:35:00,0,0.005968,0.005832,1.0
2024-11-26 23:35:01,1,0.006222,0.005956,0.99984324
2024-11-26 23:35:01,0,0.005944,0.005832,1.0
2024-11-26 23:35:02,1,0.006219,0.005956,0.9998397
2024-11-26 23:35:03,0,0.005944,0.005832,1.0
2024-11-26 23:35:03,1,0.006219,0.005956,0.99984044
2024-11-26 23:35:04,0,0.005988,0.005832,1.0
2024-11-26 23:35:05,1,0.006223,0.005956,0.9998449
2024-11-26 23:35:05,0,0.005944,0.005832,1.0
2024-11-26 23:35:06,1,0.006223,0.005956,0.9998429
2024-11-26 23:35:06,0,0.00593,0.005832,1.0
2024-11-26 23:35:07,1,0.006159,0.005956,0.99983716
2024-11-26 23:35:07,0,0.006185,0.005832,1.0
2024-11-26 23:35:08,1,0.007051,0.005956,0.94717216
2024-11-26 23:35:08,0,0.006662,0.005832,1.0
2024-11-26 23:35:09,1,0.006225,0.005956,0.99978065
2024-11-26 23:35:09,0,0.006082,0.005832,1.0
2024-11-26 23:35:10,1,0.006242,0.005956,0.99978507
2024-11-26 23:35:10,0,0.006112,0.005832,1.0
2024-11-26 23:35:11,1,0.006236,0.005956,0.999779
2024-11-26 23:35:11,0,0.006133,0.005832,1.0
2024-11-26 23:35:12,1,0.006238,0.005956,0.99977887
2024-11-26 23:35:12,0,0.00612,0.005832,1.0
2024-11-26 23:35:13,1,0.006241,0.005956,0.9997794
2024-11-26 23:35:13,0,0.006125,0.005832,1.0
2024-11-26 23:35:14,1,0.006243,0.005956,0.99978733
2024-11-26 23:35:14,0,0.006093,0.005832,1.0
2024-11-26 23:35:15,1,0.006245,0.005956,0.9997768
2024-11-26 23:35:15,0,0.006112,0.005832,1.0
2024-11-26 23:35:16,1,0.006243,0.005956,0.99977845
2024-11-26 23:35:16,0,0.006093,0.005832,1.0
2024-11-26 23:35:17,1,0.00624,0.005956,0.99978656
2024-11-26 23:35:17,0,0.006122,0.005832,1.0
2024-11-26 23:35:18,1,0.006241,0.005956,0.9997834
2024-11-26 23:35:19,0,0.006108,0.005832,1.0
2024-11-26 23:35:20,1,0.006241,0.005956,0.9997857
2024-11-26 23:35:20,0,0.006091,0.005832,1.0
2024-11-26 23:35:21,1,0.006235,0.005956,0.9997882
2024-11-26 23:35:21,0,0.006094,0.005832,1.0
2024-11-26 23:35:22,1,0.006213,0.005956,0.99975514
2024-11-26 23:35:22,0,0.006103,0.005832,1.0
2024-11-26 23:35:23,1,0.006238,0.005956,0.9997737
2024-11-26 23:35:23,0,0.006086,0.005832,1.0
2024-11-26 23:35:24,1,0.006235,0.005956,0.9997872
2024-11-26 23:35:24,0,0.006115,0.005832,1.0
2024-11-26 23:35:25,1,0.006221,0.005956,0.99976176
2024-11-26 23:35:25,0,0.006126,0.005832,1.0
2024-11-26 23:35:26,1,0.006234,0.005956,0.99977636
2024-11-26 23:35:26,0,0.006111,0.005832,1.0
2024-11-26 23:35:27,1,0.006238,0.005956,0.99978864
2024-11-26 23:35:27,0,0.00611,0.005832,1.0
2024-11-26 23:35:28,1,0.006241,0.005956,0.9997758
2024-11-26 23:35:28,0,0.006089,0.005832,1.0
2024-11-26 23:35:29,1,0.006244,0.005956,0.9997813
2024-11-26 23:35:29,0,0.006131,0.005832,1.0
2024-11-26 23:35:30,1,0.006237,0.005956,0.9997942
2024-11-26 23:35:30,0,0.006108,0.005832,1.0
2024-11-26 23:35:31,1,0.00624,0.005956,0.99977505
2024-11-26 23:35:31,0,0.00611,0.005832,1.0
2024-11-26 23:35:32,1,0.006235,0.005956,0.9997863
2024-11-26 23:35:32,0,0.006122,0.005832,1.0
2024-11-26 23:35:33,1,0.006228,0.005956,0.9997869
2024-11-26 23:35:34,0,0.006134,0.005832,1.0
2024-11-26 23:35:34,1,0.006771,0.005956,0.99003613
2024-11-26 23:35:35,0,0.006079,0.005832,0.99996847
2024-11-26 23:35:35,1,0.006229,0.005956,0.9997886
2024-11-26 23:35:36,0,0.006075,0.005832,1.0
2024-11-26 23:35:36,1,0.006284,0.005956,0.9997492
2024-11-26 23:35:37,0,0.006614,0.005832,1.0
2024-11-26 23:35:38,1,0.006544,0.005956,0.98531276
2024-11-26 23:35:38,0,0.006602,0.005832,0.999957
2024-11-26 23:35:39,1,0.006829,0.005956,0.7683755
2024-11-26 23:35:39,0,0.007392,0.005832,0.9999592
2024-11-26 23:35:40,1,0.006865,0.005956,0.7310331
2024-11-26 23:35:40,0,0.007306,0.005832,0.9998258
2024-11-26 23:35:41,1,0.006455,0.005956,0.9915738
2024-11-26 23:35:41,0,0.006725,0.005832,1.0
2024-11-26 23:35:42,1,0.006207,0.005956,0.9988746
2024-11-26 23:35:42,0,0.006102,0.005832,1.0
2024-11-26 23:35:43,1,0.006432,0.005956,0.997461
2024-11-26 23:35:43,0,0.006207,0.005832,1.0
2024-11-26 23:35:44,1,0.006801,0.005956,0.9815715
2024-11-26 23:35:44,0,0.00649,0.005832,0.99999964
2024-11-26 23:35:45,1,0.006932,0.005956,0.98479116
2024-11-26 23:35:45,0,0.006394,0.005832,0.99999803
2024-11-26 23:35:46,1,0.006263,0.005956,0.99940604
2024-11-26 23:35:46,0,0.006107,0.005832,1.0
2024-11-26 23:35:47,1,0.006271,0.005956,0.9994737
2024-11-26 23:35:47,0,0.006185,0.005832,1.0
2024-11-26 23:35:48,1,0.006219,0.005956,0.99945503
2024-11-26 23:35:49,0,0.006152,0.005832,1.0
2024-11-26 23:35:49,1,0.006213,0.005956,0.99947363
2024-11-26 23:35:50,0,0.006172,0.005832,1.0
2024-11-26 23:35:51,1,0.006236,0.005956,0.99946207
2024-11-26 23:35:51,0,0.006143,0.005832,1.0
2024-11-26 23:35:52,1,0.006205,0.005956,0.9995447
2024-11-26 23:35:52,0,0.006148,0.005832,1.0
2024-11-26 23:35:53,1,0.007248,0.005956,0.9933854
2024-11-26 23:35:53,0,0.007305,0.005832,1.0
2024-11-26 23:35:54,1,0.006367,0.005956,0.9998952
2024-11-26 23:35:55,1,0.006388,0.005956,0.9998916
2024-11-26 23:35:56,1,0.006368,0.005956,0.9998816
2024-11-26 23:35:57,1,0.006345,0.005956,0.9998825
2024-11-26 23:35:58,1,0.006342,0.005956,0.9998888
2024-11-26 23:35:59,1,0.006333,0.005956,0.9998886
2024-11-26 23:36:00,1,0.006343,0.005956,0.9998878
2024-11-26 23:36:02,1,0.006334,0.005956,0.9998883
2024-11-26 23:36:03,1,0.006317,0.005956,0.99987483
2024-11-26 23:36:04,1,0.006338,0.005956,0.9998858
2024-11-26 23:36:05,1,0.006337,0.005956,0.99988794
2024-11-26 23:36:06,1,0.006339,0.005956,0.99988896
2024-11-26 23:36:07,1,0.006341,0.005956,0.9998883
2024-11-26 23:36:08,1,0.006345,0.005956,0.9998914
2024-11-26 23:36:09,1,0.006341,0.005956,0.9998891
2024-11-26 23:36:10,1,0.006344,0.005956,0.99988765
2024-11-26 23:36:11,1,0.006341,0.005956,0.9998863
2024-11-26 23:36:13,1,0.006339,0.005956,0.9998911
2024-11-26 23:36:14,1,0.006314,0.005956,0.9998755
2024-11-26 23:36:15,1,0.00634,0.005956,0.99988663
2024-11-26 23:36:16,1,0.006342,0.005956,0.99988717
2024-11-26 23:36:17,1,0.006342,0.005956,0.9998877
2024-11-26 23:36:18,1,0.006337,0.005956,0.99988437
2024-11-26 23:36:19,1,0.006337,0.005956,0.9998877
2024-11-26 23:36:20,1,0.006337,0.005956,0.9998858
2024-11-26 23:36:21,1,0.006334,0.005956,0.999884
2024-11-26 23:36:22,1,0.006331,0.006204,0.99988544
2024-11-26 23:36:24,1,0.00633,0.006204,0.9998885
2024-11-26 23:36:27,1,0.006329,0.00621,0.99988395
2024-11-26 23:36:31,1,0.006329,0.00621,0.9998833
2024-11-26 23:36:35,1,0.006331,0.00621,0.9998859
2024-11-26 23:36:44,1,0.006424,0.006415,0.99988496
2024-11-26 23:36:45,1,0.006537,0.006415,0.9999014
2024-11-26 23:36:46,2,0.005586,0.005583,0.8980841
2024-11-26 23:36:47,2,0.006013,0.005583,0.8330539
2024-11-26 23:36:48,2,0.005784,0.005583,0.9976296
2024-11-26 23:36:49,2,0.005823,0.005583,0.9992216
2024-11-26 23:36:50,2,0.006107,0.005583,0.9982055
2024-11-26 23:36:51,2,0.006541,0.005583,0.9859816
2024-11-26 23:36:52,2,0.006679,0.005583,0.9911811
2024-11-26 23:36:53,2,0.006528,0.005583,0.9994277
2024-11-26 23:36:55,2,0.006539,0.005583,0.9994298
2024-11-26 23:36:56,2,0.006537,0.005583,0.99942255
2024-11-26 23:38:18,2,0.005704,0.005583,0.97345036
2024-11-26 23:38:19,0,0.006048,0.005832,0.947749
2024-11-26 23:38:19,1,0.007041,0.006415,0.597577
2024-11-26 23:38:20,2,0.005747,0.005583,0.90106356
2024-11-26 23:38:20,0,0.008208,0.005832,1.0
2024-11-26 23:38:21,2,0.005691,0.005583,0.9439755
2024-11-26 23:38:22,2,0.005735,0.005583,0.9436657
2024-11-26 23:38:23,2,0.005688,0.005583,0.93825203
2024-11-26 23:38:24,2,0.005718,0.005583,0.93829054
2024-11-26 23:38:25,2,0.005734,0.005583,0.9367945
2024-11-26 23:38:26,2,0.005712,0.005583,0.93634576
2024-11-26 23:38:27,2,0.005715,0.005583,0.9358405
2024-11-26 23:38:28,2,0.005711,0.005583,0.9332122
2024-11-26 23:38:30,2,0.00572,0.005583,0.93936294
2024-11-26 23:38:41,2,0.005958,0.005956,0.9988571
2024-11-26 23:38:43,2,0.006073,0.005956,0.9984728
2024-11-26 23:38:44,2,0.006422,0.005956,0.99213827
2024-11-26 23:38:45,2,0.00677,0.005956,0.96584886
2024-11-26 23:38:46,2,0.006925,0.005956,0.9696395
2024-11-26 23:38:47,2,0.006757,0.005956,0.9895966
2024-11-26 23:38:48,2,0.006669,0.005956,0.9985127
2024-11-26 23:38:49,2,0.00664,0.005956,0.9987796
2024-11-26 23:38:50,2,0.006655,0.005956,0.99891907
2024-11-26 23:38:52,2,0.006617,0.005956,0.9987485
2024-11-26 23:38:53,2,0.006642,0.005956,0.99890524
2024-11-26 23:38:54,2,0.006654,0.005956,0.9988916
2024-11-26 23:38:55,2,0.006655,0.005956,0.9989043
2024-11-26 23:38:56,2,0.006659,0.005956,0.998945
2024-11-26 23:38:57,2,0.006648,0.005956,0.9989131
2024-11-26 23:38:58,2,0.00665,0.005956,0.99892
2024-11-26 23:38:59,2,0.006661,0.005956,0.9990008
2024-11-26 23:39:00,2,0.006638,0.005956,0.9989307
2024-11-26 23:39:02,2,0.006667,0.005956,0.9989361
2024-11-26 23:39:03,2,0.006663,0.005956,0.9990064
2024-11-26 23:39:04,2,0.006645,0.005956,0.99904406
2024-11-26 23:39:05,2,0.006661,0.005956,0.9989572
2024-11-26 23:39:06,2,0.006645,0.005956,0.9989907
2024-11-26 23:39:08,2,0.006658,0.005956,0.999059
2024-11-26 23:39:09,2,0.00668,0.005956,0.99903744
2024-11-26 23:39:10,2,0.006696,0.005956,0.9990346
2024-11-26 23:39:11,2,0.006646,0.005956,0.99906564
2024-11-26 23:39:13,2,0.006683,0.005956,0.9989941
2024-11-26 23:39:14,2,0.006632,0.005956,0.99905705
2024-11-26 23:39:15,2,0.006654,0.005956,0.9990857
2024-11-26 23:39:16,2,0.00666,0.005956,0.99906296
2024-11-26 23:39:17,2,0.006652,0.005956,0.9990898
2024-11-26 23:39:18,2,0.006636,0.005956,0.9990638
2024-11-26 23:39:19,2,0.006652,0.005956,0.9990977
2024-11-26 23:39:21,2,0.006668,0.005956,0.99911535
2024-11-26 23:39:22,2,0.006642,0.005956,0.9991698
2024-11-26 23:39:23,2,0.006646,0.005956,0.9990562
2024-11-26 23:39:24,2,0.006647,0.005956,0.99905604
2024-11-26 23:39:25,2,0.006666,0.005956,0.999122
2024-11-26 23:39:27,2,0.006652,0.005956,0.9991128
2024-11-26 23:39:28,2,0.00665,0.005956,0.9991149
2024-11-26 23:39:29,2,0.006634,0.005956,0.9991441
2024-11-26 23:39:30,2,0.006653,0.005956,0.9991212
2024-11-26 23:39:31,2,0.006658,0.005956,0.99916315
2024-11-26 23:39:33,2,0.006657,0.005956,0.9991818
2024-11-26 23:39:34,2,0.006641,0.005956,0.9991858
2024-11-26 23:39:35,2,0.006647,0.005956,0.9991457
2024-11-26 23:39:37,2,0.006656,0.005956,0.99919176
2024-11-26 23:39:38,2,0.00666,0.005956,0.99918735
2024-11-26 23:39:39,2,0.006653,0.005956,0.9991663
2024-11-26 23:39:40,2,0.006651,0.005956,0.9991758
2024-11-26 23:39:41,2,0.006656,0.005956,0.99916035
2024-11-26 23:39:43,2,0.00665,0.005956,0.9991664
2024-11-26 23:39:44,2,0.006646,0.005956,0.9991925
2024-11-26 23:39:45,2,0.006664,0.005956,0.9992
2024-11-26 23:39:47,2,0.006673,0.005956,0.99920666
2024-11-26 23:39:48,2,0.006671,0.005956,0.99921066
2024-11-26 23:39:49,2,0.006658,0.005956,0.9992134
2024-11-26 23:39:50,2,0.006678,0.005956,0.9992054
2024-11-26 23:39:51,2,0.006648,0.005956,0.99925876
